review,results
rt prvncesssss niggas bitches getting exposed 128514 128514 128514 128553 128555 128555 128555 128555 128555,1
so you still don t suck dick or eat pussy in 2014,1
the power of christ compels you to pop that pussy,1
rt these hoes really ain t loyal 128514 128591 http t co 6u2kbykq2n,1
you know how many hot bitches i own,1
rt possum a hoe,1
rt she spazzed out dude don t have his hoes in line 128514 128514 128514,1
boy will how you gonna compare sushi to pussy tho there ain t no dicks going in your sushi 128514,1
these hoes is lost rt hahaha how much you wanna bet she don t get the job lmao,1
fuck you bitch i have to fucking piss i take 30 seconds you take 5 fucking minutes 128545 128545 128545 128545,1
in alaska nothing going on nothing to do nothing to bitch about few laws,1
in that picture yes i haven t had an updated pic added the angel wing is colored now too and thanks represents what i am,2
crazy bitch i like the way you ride this dick,1
waddup doe lil nicca,1
rt leezy bitch ya mom take it in the ass for the light bill bitch 128514,1
i got soo many funny pictures from yesterday 128514 128557 bitches was fucced,1
rt qveen im sick of bitches bitching about other bitches 128530,1
rt running a train is fucking a bitch you finish then somebody else come in and fuck the bitch that s a gangbang speak of 8230,1
rt chink this vine still funny as shit to me 128557 128557 128514 how many niggers are in my store https t co t7rujtkei1,0
i swear ion see how broke niccas still out here gettin pussy smh,1
some weird local ghetto school haha,2
well guess i know a bunch of hoes then gone bring ya baldpussy hoeass 2 elements tonight tho 8230 http t co 4g85sn1afx,1
she talkin shit that bitch look like a linebacker messinwithsasquach,1
rapture more like look at all those bitches,1
rt budah gone kill me bitch nigga don t be a girl about 128076,1
rt playboyg another movie that s gonna make you question your bitch 128530 128514 https t co v9ebkqytsu,1
karma is a bitch,1
average is basic and basic is trash 128514 128514,2
my brother where tf you been at negro,1
lamashtu has some great orgies but is a total bitch lol p,1
rt s o all my real fans who can wait and not want me to put out trash like other rappers signedtothestreets2 igo,2
what jealous hoe made this http t co 95rdo7rhvq,1
you tha hoe,1
rt all these hoes just want some attention,1
not hard to she s kind of a hoe 128513,1
roman catholics in the us are trash they give catholics in europe a bad name,0
8220 noll nigga i m talm bout tt and juice 128514 128514 128514 8221 me too ion hoe em,1
8220 8220 matthews 8220 i really only like like 3 people in this town everyone else is a faggot 8221 me 8221 me 8221 me,1
you can t owe me shit ion trust niccas,0
i pictured angus running up the side of fob sharana with every day in afghanistan http t co zj1mk6w7ef,2
i feel bad for her nicca tho ya girl a hoe my nicca,1
i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol,1
can charlie crist pull one over on rick scott well he did pull one over on floridaprimary dems tonite tpot election2014,2
90 percent yo bitch with me 100 percent that scrap with me,1
lol they replaced the big yellow chicken with homer,2
rt fairy tale does not deny the existence of sorrow and failure,2
you fucking fag 8220 this is exactly what i am talking about women are pigs http t co okr3seyfbj 8221,0
wagon burner jk jk you did look pretty latino here,2
leo apolonio look this niggah did a drive by on the bike http t co 3niswlpnec,1
the same bitches that failed geometry know exactly what angle to use to take that perfect selfie,1
babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,1
you a bitch nigga,1
rt rauzi we always bitch about the opposite sex when we re equally just as scandalous not all but a large sum hypocrisy at it 8230,1
trash smh game rigged bumgarner took roids,2
wvyy haze this is gobbledy gook to me because i dont have the game,2
that was almost 10 years ago i gave all them bitches away or they were stolen,1
oh i hope dre falls dickhole first into my pussy,1
rt rambo that hoe starleasha i heard she give uh nigga good ass education lmao,1
you want a smart educated dumb bitch you can date lol drunktalk,1
rt ion even ask lightskin bitches for nudes nomo fuck y all 128529,1
is one of the rawest niccas doin dis shit,1
rt thomas nah boa that nigga wayne run his mouth like a hoe amp my girl ain t no hoe so chill wi 8230,1
i learned that every bad bitch comes wit mood swings just like mortal kombat liu kang so true mane,1
dnt play with yo girl heart thats why her pussy there for,1
idiotic censorship drive by france president fails to understand that he s empowering jihadis by censoring the internet wholesale fail,2
winker or one of them bitches just be talking shit but not bout shit,1
mfs see a picture of a couple walking on the stairs together amp caption it goals 128525 128588 bitch all they doing is going down the stairs,1
8220 back then hoes didn t want me now i m hot they all on me 8221,1
8220 cause i look great bitch fuck you mean 128557 128514 128514 8221,1
anyone want to share their thoughts on their mock draft just kidding shut your filthy damned mouth you clods,1
rt gracias por jugar con el corazon ahora a ganarle a los yankees http t co 3fytvuznzb,2
it s a mutation genealogy is convoluted basically the zebra gene currieries are slaughtered extinction,2
rt don t mention a bitch from your past to me first of all i don t give a fuck second of all i don t care and third i 8230,1
one sick bitch,1
why these thirsty bitches trying to hit me up slide out of my kik lmfaoo 128514,1
they gotta keep the name raiders tho they better not change it to some hillbilly ass texas name,1
all dese yung niggaz pussy,1
allergies have my eyes all red and chink eyed i look like i m stoned,1
rt i find it hilarious how austin says swag witch instead of swag bitch lmfao,1
rt if you agree northkorea says barackobama looks like a monkey who belongs in an african zoo rofl http t co toov1uty6h,1
bitch im too mad im finna throw this bitch outside,1
blonde bitch wit her blue eyes like butter when she spread,1
7 eevee i just wanted brownies man,2
man it s some bad built bitches in san antonio amp if u can t wear a thong on the beach yo ass bet not retweet this,1
motomoto you a real bitch for that,1
rt all i see on my timeline is ebola ebola ebola i hate school ebola ebola some twitter hoes selfie ebola ebola pull out ga 8230,1
f h happy another group of 365 days you weird ass son of a bitch that s why we all love you though hoping there are riots in h town,1
rt boy smooth man y all hoes gotta chill with this going natural bullshit it s only a few who can actually pull it off but the rest 8230,1
padre yankee angel fans need to stfu,2
lmaooo just call my phone if you want them birds migos voice,2
rt i m a cool ass nigga lbs it s rare if a mf don t like me nigga you either hating or mad cus yo bitch choosing 128557 128564 128175,1
the person actually holding the ape is not paris it s her sister,2
can i help you maybe you gotta card for 8220 sorry that tranny died in your motel room now your wife knows here 8217 s an applebees gift card 8221,2
puts people bitch face on,1
isis supporters in america the jihadis next door http t co u0yhwkd34c http t co 0xhpbrl9eq,2
i spend my money how i want bitch its my business,1
golly wompers and dad gum son you lyin cheatin scoundrels fucking did it man up and own it ya chicken shit pussy republican,1
rt i be so confused when y all be tweeting i wanna bitch that can roll my weed amp smoke all night with like wtf kind of standards 8230,1
8220 hoes do hoe thangs 8221 belmore,1
rt my mom paid 5 to hold this monkey amp look what he did 128553 128514 http t co t5zkmd8xeh,2
8220 u get what u put in if all u offering is pussy don t be mad when all u receive is dick 8221 128588,1
this morning is brought to you by emergen c i really need to nip this cold flu business in the bud nogermswanted,2
cruz1 kenna stfu quit bein a bitch i was tellin robby to stop god,1
yass bitch yass 128134 128134 128134,1
bitch u lying about justin s account ugly indian,1
nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch,1
x arrows equality niggah,1
always down patty never been a pussy 128572,1
haha still a little bitch though 128517,1
mamatosha lmao he lyin sis his bitch told me if any light bulb in the whole wide world light up today i ca fuck,1
rt 41395 wake up like fuck my life life s a bitch but she better fuck me right,1
i m from long beach california so people automatically think i ma badass or a bitch hahha,1
im still going trick or treating thats free munchies bitch,1
you just worried bout the bitches i got one girl and she my girl no one else can hit it,1
rt i love cripples look at all these fucking cripples goddamit i m a people person https t co xcla5xpmlx,0
rt all three of these hoes getting cute for fucking school taking for ever and waking me the fuck up this why i can t stand h 8230,1
don t know no ugly bitches don t know no broke niggas don t know no snitch niggas,1
deans crying because she needs to pee peter keeps saying nigger,1
ltf shut up pussy,1
fuck with us you know we tweakin hoe,1
rt chicken fries shake perfection http t co pdiglrbhjz,2
lmao i ve always wanted to ski bust my ass or not i m innat hoe fit and all,1
russian roulette that hoe,1
you owe me anyway hoe i need that with interest or shooting your shit up,1
rt number of women denied birth control by hobby lobby 0 number of democrat retards butthurt by the verdict 30 000 000 8230,1
